dataset,time,Calculated,totalCalls,Percent Pruned,dtwCallsPerEpoch,timePerEpoch,n,slength,adjusted Mutual information,adjusted Rand index,Homogeneity,Completeness,Fowlkes Mallows,Rand index
LargeKitchenAppliances,1.4006922245025635,21297,22500,5.346666666666666,"[2250, 2103, 2186, 2207, 2096, 2102, 2168, 2076, 2118, 1991]","[0.19374585151672363, 0.13637804985046387, 0.13314008712768555, 0.12845301628112793, 0.14189791679382324, 0.12324404716491699, 0.13918590545654297, 0.13893389701843262, 0.13330721855163574, 0.12976503372192383]",750,720,0.038407388360162296,0.040853060038949174,0.04000377482225315,0.04162243972063342,0.37385714677813914,0.5646212728081887
Lightning7,0.27531909942626953,5926,10010,40.7992007992008,"[1001, 611, 621, 652, 623, 571, 532, 476, 430, 409]","[0.03334307670593262, 0.023485898971557617, 0.0231320858001709, 0.024420738220214844, 0.023299217224121094, 0.022416114807128906, 0.023313045501708984, 0.0541229248046875, 0.0228879451751709, 0.022077083587646484]",143,319,0.45070285852501074,0.3228832296085612,0.46258730380433416,0.5143295660063278,0.4413815380081026,0.8053777208706786
Mallat,14.389842748641968,105952,192000,44.81666666666667,"[19200, 10667, 9906, 9905, 9393, 10708, 9686, 9857, 8578, 8052]","[1.938276767730713, 1.4309980869293213, 1.5626778602600098, 1.3753068447113037, 1.3451242446899414, 1.40445876121521, 1.3569769859313965, 1.394364833831787, 1.3003251552581787, 1.2622981071472168]",2400,1024,0.7828433974540341,0.5541958997032703,0.6917742130780331,0.9038330030467375,0.6590006249679907,0.8655332082812283
Meat,0.15867400169372559,1910,3600,46.94444444444444,"[360, 168, 175, 167, 163, 172, 174, 170, 184, 177]","[0.024743080139160156, 0.01739215850830078, 0.01479339599609375, 0.014593124389648438, 0.014819145202636719, 0.015082836151123047, 0.013514041900634766, 0.013802289962768555, 0.013653039932250977, 0.01429891586303711]",120,448,0.7310447895575787,0.5672727272727273,0.5793801642856945,0.9999999999999988,0.7706546758708627,0.7759103641456583
MedicalImages,0.9762368202209473,54638,114100,52.11393514460999,"[11410, 5548, 6179, 5234, 5223, 4711, 4155, 4301, 4090, 3787]","[0.12790894508361816, 0.09408307075500488, 0.10052013397216797, 0.09271502494812012, 0.08325982093811035, 0.08793401718139648, 0.09973692893981934, 0.10883307456970215, 0.08941411972045898, 0.08926796913146973]",1141,99,0.24364405157954167,0.06779106859092351,0.282085566601562,0.24027636570817948,0.2846452361928583,0.6537740055660624
MelbournePedestrian,2.141327142715454,85795,363300,76.38453069088908,"[31887, 7537, 5398, 5096, 6008, 5817, 6261, 6526, 5807, 5458]","[0.22020912170410156, 0.21397614479064941, 0.20392298698425293, 0.23022723197937012, 0.20358490943908691, 0.21293187141418457, 0.20904922485351562, 0.2205822467803955, 0.21163678169250488, 0.21177291870117188]",3633,24,0.6481172171122345,0.4983700382479111,0.6431400477226352,0.6567004593613268,0.5513071223577984,0.9060237410133007
MiddlePhalanxOutlineAgeGroup,0.23217177391052246,9825,16620,40.884476534296034,"[1662, 1107, 1072, 878, 845, 840, 873, 872, 840, 836]","[0.025864839553833008, 0.022754907608032227, 0.023394107818603516, 0.0220029354095459, 0.022537946701049805, 0.02263188362121582, 0.023205041885375977, 0.0226743221282959, 0.023160219192504883, 0.022232770919799805]",554,80,0.45906661792756054,0.4070681523347824,0.3816269856990291,0.5796079338159569,0.6767990262559588,0.7004850471011418
MiddlePhalanxOutlineCorrect,0.26958394050598145,9801,17820,44.99999999999999,"[1782, 891, 891, 891, 891, 891, 891, 891, 891, 891]","[0.029392004013061523, 0.025835037231445312, 0.028440237045288086, 0.02569580078125, 0.026219844818115234, 0.026287078857421875, 0.0263519287109375, 0.026558876037597656, 0.026803016662597656, 0.026129961013793945]",891,80,1.6654236864551215e-15,0.0,0.0,1.0,0.7274125327483744,0.5291289927994047
MiddlePhalanxTW,0.3847339153289795,8295,33180,75.0,"[3318, 553, 553, 553, 553, 553, 553, 553, 553, 553]","[0.039608001708984375, 0.03489398956298828, 0.033827781677246094, 0.034390926361083984, 0.0333409309387207, 0.03990507125854492, 0.05701804161071777, 0.03869128227233887, 0.036898136138916016, 0.03412890434265137]",553,80,-1.3187176226103935e-16,0.0,0.0,1.0,0.48075361688697354,0.23112404014990695
MixedShapes,12.927186012268066,99410,146250,32.027350427350434,"[14625, 10681, 10560, 10744, 10551, 9163, 9026, 8652, 7548, 7860]","[1.5469188690185547, 1.3473231792449951, 1.4187631607055664, 1.297884225845337, 1.2714402675628662, 1.3760948181152344, 1.2427380084991455, 1.2062830924987793, 1.1144261360168457, 1.0950891971588135]",2925,1024,0.4947839525946412,0.47121408586521535,0.4954484557434401,0.49586443667349706,0.5815023980658359,0.8254293965648275
MixedShapesSmallTrain,11.20173192024231,86034,126250,31.85425742574257,"[12625, 8889, 10665, 10627, 8579, 7828, 7806, 6448, 6598, 5969]","[1.3768339157104492, 1.1261482238769531, 1.2658002376556396, 1.2261769771575928, 1.1185188293457031, 1.0625040531158447, 1.04886794090271, 0.9954147338867188, 1.0224528312683105, 0.9487719535827637]",2525,1024,0.45791667889464105,0.43305862257867683,0.4482694788926084,0.47032576748573734,0.5619755209891517,0.8012860303462993
MoteStrain,0.409318208694458,20750,25440,18.43553459119497,"[2544, 1967, 1870, 1939, 2491, 2026, 2238, 1849, 1877, 1949]","[0.062278032302856445, 0.039688825607299805, 0.03941679000854492, 0.03888201713562012, 0.03839993476867676, 0.03846001625061035, 0.03798198699951172, 0.03726696968078613, 0.03736519813537598, 0.03784608840942383]",1272,84,0.3587804212836801,0.45023176864981646,0.3555707073246697,0.3628015872889776,0.7303071706236799,0.7251619336035113
NonInvasiveFetalECGThorax1,42.87638807296753,382491,1581300,75.8116107000569,"[158130, 29855, 29141, 29243, 23560, 22014, 23273, 22420, 22705, 22150]","[8.057069063186646, 3.9618961811065674, 3.915365219116211, 4.0357911586761475, 3.8232760429382324, 3.759183168411255, 3.812110185623169, 3.761291980743408, 3.7845230102539062, 3.702549934387207]",3765,750,0.4717931793444789,0.12930366835633517,0.3503600843379051,0.7530909604343596,0.263010865660269,0.8239661968491602
NonInvasiveFetalECGThorax2,48.90899991989136,359981,1581300,77.23512300006323,"[158130, 24244, 25351, 23085, 22076, 22322, 21065, 21566, 21313, 20829]","[8.150706052780151, 3.7854840755462646, 3.764674186706543, 3.71163010597229, 8.51710295677185, 4.751774787902832, 3.8136110305786133, 4.362066984176636, 3.853165864944458, 3.9353551864624023]",3765,750,0.40502266950415844,0.09137676390049883,0.2800118329256419,0.7700803453589883,0.2415168081845424,0.7426952480548934
OSULeaf,0.8697278499603271,22527,26520,15.056561085972852,"[2652, 2286, 2426, 2468, 2256, 2236, 2191, 2159, 1938, 1915]","[0.10134124755859375, 0.07986593246459961, 0.09200191497802734, 0.0808572769165039, 0.09324479103088379, 0.10352897644042969, 0.072296142578125, 0.08961606025695801, 0.07499885559082031, 0.07835006713867188]",442,427,0.17791525506538666,0.1439355437319464,0.19127533915108164,0.19170047961002626,0.2956245527689364,0.7503719436492545
OliveOil,0.12656307220458984,780,2400,67.5,"[240, 60, 60, 60, 60, 60, 60, 60, 60, 60]","[0.022277116775512695, 0.011333942413330078, 0.010422945022583008, 0.011802911758422852, 0.011033058166503906, 0.011471271514892578, 0.01105809211730957, 0.011609077453613281, 0.01197195053100586, 0.010989904403686523]",60,570,7.577259347900931e-16,0.0,0.0,1.0,0.5362561155538709,0.28757062146892653
PhalangesOutlinesCorrect,0.963778018951416,47289,53160,11.04401805869074,"[5316, 5296, 4910, 4452, 4447, 4401, 4689, 4875, 4405, 4498]","[0.1068871021270752, 0.11276006698608398, 0.1107933521270752, 0.10253739356994629, 0.11259198188781738, 0.08424091339111328, 0.0822610855102539, 0.0865468978881836, 0.08375883102416992, 0.07889986038208008]",2658,80,0.007856286934488177,0.010881207303377658,0.008375114097915725,0.007905557366821714,0.5240837564138261,0.5054419901941377
Phoneme,76.13703727722168,812024,822900,1.3216672742739077,"[82290, 80843, 80837, 80833, 80932, 81194, 81314, 81353, 81453, 80975]","[8.109584093093872, 7.600902795791626, 7.6975929737091064, 7.487242698669434, 7.384688854217529, 7.456504821777344, 7.5398781299591064, 7.547562122344971, 7.477572679519653, 7.437583923339844]",2110,1024,0.10976912158453316,0.014893094941922178,0.15874560269823446,0.22696132632991195,0.11296913870229862,0.7818754648886851
PigAirwayPressure,24.771496295928955,30343,162240,81.29746055226825,"[16224, 1833, 1732, 1603, 1575, 1527, 1507, 1471, 1449, 1422]","[5.281842947006226, 1.955603837966919, 1.8825829029083252, 1.873568058013916, 1.8614728450775146, 1.8219859600067139, 1.8755569458007812, 1.8459577560424805, 1.858773946762085, 1.8811028003692627]",312,2000,0.10740853943642627,0.04169147465368385,0.403595309950518,0.5333746020011277,0.07657835828308969,0.9367425179322285
PigArtPressure,22.10408091545105,21047,162240,87.02724358974359,"[16224, 623, 537, 621, 542, 612, 590, 460, 414, 424]","[5.2696309089660645, 1.5970299243927002, 1.5578172206878662, 1.6633527278900146, 1.5626020431518555, 1.5860192775726318, 1.560945987701416, 1.5541949272155762, 1.5573909282684326, 1.5625379085540771]",312,2000,0.1771921444707283,0.01799095915553258,0.12246660508397138,0.7714487618318447,0.14818363649056548,0.4490889603429796
PigCVP,34.752408027648926,72130,162240,55.54117357001973,"[16224, 8000, 7386, 7075, 6380, 6230, 5842, 5549, 5015, 4429]","[5.295170068740845, 3.468508720397949, 3.177661895751953, 3.2280378341674805, 3.0897789001464844, 2.946195125579834, 2.90964412689209, 2.8317129611968994, 2.6375129222869873, 2.51652193069458]",312,2000,0.21334807838962438,0.10015997354627391,0.5089062695714405,0.6231731137489762,0.13764996037231728,0.9466155495094402
Plane,0.2583630084991455,5445,14700,62.95918367346939,"[1470, 511, 489, 522, 389, 433, 446, 366, 434, 385]","[0.07469296455383301, 0.02218008041381836, 0.019092082977294922, 0.020323991775512695, 0.02055501937866211, 0.020003080368041992, 0.019372940063476562, 0.01915121078491211, 0.020999908447265625, 0.019917726516723633]",210,144,0.6575996555360889,0.3932494187444881,0.5160785422397891,0.9470958234186845,0.5835691369519331,0.7491911597174755
PowerCons,0.15626215934753418,6042,7200,16.08333333333334,"[720, 716, 705, 714, 480, 515, 674, 496, 506, 516]","[0.017728090286254883, 0.016153812408447266, 0.01685500144958496, 0.015305280685424805, 0.014390945434570312, 0.015331029891967773, 0.015087127685546875, 0.015176057815551758, 0.014262199401855469, 0.014547109603881836]",360,144,0.5917836855650094,0.6038893869388318,0.5819765115539195,0.6036607513802921,0.8064147846911679,0.8019189105540081
ProximalPhalanxOutlineAgeGroup,0.23430490493774414,7260,18150,60.0,"[1815, 605, 605, 605, 605, 605, 605, 605, 605, 605]","[0.0276949405670166, 0.023102998733520508, 0.023288965225219727, 0.022944927215576172, 0.023446083068847656, 0.023224830627441406, 0.020409107208251953, 0.022916793823242188, 0.023054122924804688, 0.022359848022460938]",605,80,-2.210879189310229e-16,0.0,4.429079170624096e-16,1.0,0.6241758837909313,0.3895955339061901
ProximalPhalanxOutlineCorrect,0.2732048034667969,9801,17820,44.99999999999999,"[1782, 891, 891, 891, 891, 891, 891, 891, 891, 891]","[0.03213381767272949, 0.026347875595092773, 0.025651931762695312, 0.02821516990661621, 0.025594234466552734, 0.02532196044921875, 0.026388168334960938, 0.027618885040283203, 0.027640104293823242, 0.0267031192779541]",891,80,1.9218383855229094e-15,0.0,0.0,1.0,0.7507336773035816,0.5636010542377583
ProximalPhalanxTW,0.3991870880126953,9075,36300,75.0,"[3630, 605, 605, 605, 605, 605, 605, 605, 605, 605]","[0.04309725761413574, 0.06445693969726562, 0.03489494323730469, 0.03427267074584961, 0.037690162658691406, 0.03615999221801758, 0.03810286521911621, 0.03537178039550781, 0.036691904067993164, 0.036483049392700195]",605,80,-1.4014667919939456e-16,0.0,0.0,1.0,0.537733838968583,0.28915768157188987
RefrigerationDevices,1.3719401359558105,22477,22500,0.10222222222222577,"[2250, 2245, 2244, 2248, 2249, 2245, 2246, 2250, 2250, 2250]","[0.15935993194580078, 0.13960003852844238, 0.14386320114135742, 0.1424560546875, 0.13150691986083984, 0.12400603294372559, 0.12760424613952637, 0.13404417037963867, 0.13486623764038086, 0.13182520866394043]",750,720,0.021851997463937473,0.01048615986701456,0.01882497088095447,0.03753142969582644,0.48805571169696327,0.43941255006675567
Rock,1.3151969909667969,1124,2800,59.857142857142854,"[280, 142, 102, 83, 87, 88, 91, 87, 83, 81]","[0.22736811637878418, 0.14460206031799316, 0.12994980812072754, 0.1195681095123291, 0.11263728141784668, 0.1070549488067627, 0.11391997337341309, 0.11212801933288574, 0.10776090621948242, 0.11098694801330566]",70,2844,0.27054777649651685,0.18937304159190124,0.3117474150671068,0.3060549451010547,0.3994915311729181,0.6886128364389233
ScreenType,1.3482410907745361,21272,22500,5.457777777777773,"[2250, 2009, 2181, 2215, 2156, 2206, 2214, 2065, 2001, 1975]","[0.17452597618103027, 0.14254188537597656, 0.12939190864562988, 0.12344813346862793, 0.1165919303894043, 0.14389586448669434, 0.14241909980773926, 0.1325058937072754, 0.12376809120178223, 0.11532974243164062]",750,720,0.01984226044078636,0.02329425215473648,0.022076305504629894,0.022424257943788634,0.35358902463377895,0.5627093902981753
SemgHandGenderCh2,4.975888967514038,16292,18000,9.48888888888889,"[1800, 1798, 1797, 1787, 1796, 1482, 1798, 1347, 1291, 1396]","[0.5280618667602539, 0.514441967010498, 0.5120439529418945, 0.5115890502929688, 0.5124919414520264, 0.47011470794677734, 0.5067477226257324, 0.47475695610046387, 0.47118687629699707, 0.47078824043273926]",900,1500,-0.0009547358471772824,-0.0013320716548011352,9.027497979856109e-06,1.2579306076474327e-05,0.6001492004175343,0.5069212705475219
SemgHandMovementCh2,11.08585000038147,47370,54000,12.277777777777777,"[5400, 5372, 5281, 4925, 4852, 4605, 4759, 4483, 4053, 3640]","[1.215806007385254, 1.1962897777557373, 1.192626953125, 1.1802890300750732, 1.1054332256317139, 1.0789849758148193, 1.0974488258361816, 1.0588150024414062, 1.000683069229126, 0.9380433559417725]",900,1500,0.2593654820889994,0.13932476532028382,0.2600126420713445,0.27079337609772525,0.29094870571876597,0.7499592139414164
SemgHandSubjectCh2,9.528141975402832,39578,45000,12.048888888888886,"[4500, 4492, 4467, 4208, 4112, 3972, 3744, 3549, 3489, 3045]","[1.025696039199829, 1.0238618850708008, 1.0193309783935547, 1.0070230960845947, 0.9638307094573975, 0.9358987808227539, 0.9179878234863281, 0.9114727973937988, 0.8891127109527588, 0.8185269832611084]",900,1500,0.15651930796201374,0.08640658317852186,0.15549545106886056,0.16777793845118646,0.2869175169683174,0.6856111729081695
ShapeletSim,0.2615170478820801,4000,4000,0.0,"[400, 400, 400, 400, 400, 400, 400, 400, 400, 400]","[0.03932690620422363, 0.03210711479187012, 0.023340225219726562, 0.025188207626342773, 0.02346181869506836, 0.02297186851501465, 0.023016929626464844, 0.02319931983947754, 0.023710012435913086, 0.023666858673095703]",200,500,-0.0038886523716152054,-0.0038300703911646047,9.259151035209984e-05,0.00011099463162471168,0.5484553469749984,0.4975376884422111
ShapesAll,12.24404788017273,223530,720000,68.95416666666667,"[72000, 27074, 23734, 21288, 18019, 15788, 12635, 12225, 10740, 10027]","[1.9333410263061523, 1.2520508766174316, 1.250427007675171, 1.1670010089874268, 1.1535072326660156, 1.094355821609497, 1.0860841274261475, 1.0638010501861572, 1.007023811340332, 1.0012259483337402]",1200,512,0.5480075144855227,0.2302993053085508,0.6248272551831279,0.7177331413982513,0.2848046408499282,0.9534042257436753
SmallKitchenAppliances,1.3695268630981445,22368,22500,0.5866666666666687,"[2250, 2239, 2226, 2238, 2237, 2242, 2240, 2234, 2226, 2236]","[0.16140317916870117, 0.12940406799316406, 0.15253686904907227, 0.13646793365478516, 0.13652920722961426, 0.12017607688903809, 0.12680315971374512, 0.12712407112121582, 0.12764286994934082, 0.14866089820861816]",750,720,0.030291530077167693,0.029942329721410196,0.03222542178774383,0.033164595684529646,0.3626256306250154,0.5625100133511348
SmoothSubspace,0.13454818725585938,582,9000,93.53333333333333,"[50, 64, 60, 58, 61, 48, 66, 51, 62, 62]","[0.01459503173828125, 0.013455867767333984, 0.012953042984008789, 0.012896060943603516, 0.012838125228881836, 0.014669179916381836, 0.012664794921875, 0.013445138931274414, 0.012832164764404297, 0.012497901916503906]",300,15,0.4024556274039083,0.37717773814999994,0.4031239855282805,0.40920774027769985,0.5869474077903551,0.7217391304347827
SonyAIBORobotSurface1,0.280958890914917,12309,12420,0.8937198067632823,"[1242, 1216, 1240, 1238, 1237, 1235, 1217, 1241, 1215, 1228]","[0.027710914611816406, 0.02140498161315918, 0.02090001106262207, 0.03575301170349121, 0.0276029109954834, 0.054376840591430664, 0.027434349060058594, 0.022739887237548828, 0.019778966903686523, 0.021643877029418945]",621,70,0.2825378120899599,0.37134858308078394,0.283464348880454,0.28330062154439956,0.6898835920853381,0.6857306113968106
SonyAIBORobotSurface2,0.29750776290893555,16449,19600,16.0765306122449,"[1960, 1434, 1660, 1939, 1944, 1473, 1583, 1510, 1498, 1448]","[0.02941107749938965, 0.027965068817138672, 0.028960704803466797, 0.031230926513671875, 0.02871084213256836, 0.02980804443359375, 0.030599117279052734, 0.02912616729736328, 0.030189037322998047, 0.029699087142944336]",980,65,0.2055468669742811,0.28625274781458004,0.20803840979844299,0.20429780830702798,0.6577992853805859,0.6436784724104146
StarlightCurves,19.27967071533203,130659,277080,52.844304893893465,"[27708, 18111, 11161, 10848, 10367, 11129, 10370, 10211, 10426, 10328]","[2.862051010131836, 2.310854911804199, 1.8241052627563477, 1.8067290782928467, 1.80295991897583, 1.7788050174713135, 1.7158331871032715, 1.7089159488677979, 1.7199130058288574, 1.7417948246002197]",9236,1024,0.6035856843342461,0.5308435861077053,0.6367570395741092,0.5738537177448255,0.7183300881052607,0.7742927969764977
Strawberry,0.40667176246643066,10827,19660,44.92878942014242,"[1966, 985, 985, 983, 983, 985, 983, 987, 983, 987]","[0.04678034782409668, 0.03949379920959473, 0.03951525688171387, 0.038001060485839844, 0.03679990768432617, 0.04151105880737305, 0.0430450439453125, 0.04155230522155762, 0.03896760940551758, 0.03930401802062988]",983,235,-4.887073572758827e-17,0.0,8.517718655650585e-16,1.0,0.7351124411316898,0.5403903011065921
SwedishLeaf,1.3353559970855713,81363,168750,51.784888888888894,"[16875, 7552, 8370, 7506, 7650, 6921, 7192, 6479, 6664, 6154]","[0.15523505210876465, 0.17183518409729004, 0.14153385162353516, 0.12266302108764648, 0.11802291870117188, 0.1290721893310547, 0.12813091278076172, 0.1269819736480713, 0.12022900581359863, 0.11807990074157715]",1125,128,0.4872871747219235,0.18761753471098788,0.40915676231274334,0.653121373838214,0.3386165112012473,0.7650438908659549
Symbols,1.089689016342163,22588,61200,63.091503267973856,"[6120, 3047, 2111, 1723, 1752, 1524, 1650, 1569, 1555, 1537]","[0.15415692329406738, 0.14435291290283203, 0.10320210456848145, 0.0904538631439209, 0.1003420352935791, 0.10565400123596191, 0.09044909477233887, 0.09966182708740234, 0.10018682479858398, 0.09790587425231934]",1020,398,0.8046631726719786,0.6733371397007915,0.7817927188360001,0.8318729529159424,0.7377974411745705,0.9006888722122804
SyntheticControl,0.42842912673950195,27191,36000,24.469444444444445,"[3600, 2387, 2469, 3041, 3043, 3008, 2577, 2529, 2408, 2129]","[0.04346108436584473, 0.039427995681762695, 0.07161688804626465, 0.03932785987854004, 0.041168928146362305, 0.04297280311584473, 0.035917043685913086, 0.0368351936340332, 0.038979291915893555, 0.03684210777282715]",600,60,0.7256280376075437,0.558770026730543,0.6943603104155767,0.7673865579791067,0.6501828662406488,0.8608736783528103
ToeSegmentation1,0.16481804847717285,5061,5360,5.578358208955225,"[536, 528, 504, 523, 532, 508, 526, 488, 439, 477]","[0.016984939575195312, 0.017704010009765625, 0.016440153121948242, 0.016480207443237305, 0.01566910743713379, 0.016302108764648438, 0.017564773559570312, 0.01522374153137207, 0.015860795974731445, 0.01509714126586914]",268,277,0.006447103586197127,0.008825906281836958,0.009144893103601628,0.009132029924503439,0.5030691022024505,0.5044161216389961
ToeSegmentation2,0.14500689506530762,3019,3320,9.066265060240964,"[332, 326, 322, 298, 317, 300, 281, 281, 296, 266]","[0.016276836395263672, 0.014166116714477539, 0.01499485969543457, 0.015472888946533203, 0.014188051223754883, 0.012864112854003906, 0.013281822204589844, 0.015034914016723633, 0.014268875122070312, 0.013046026229858398]",166,343,-0.0024386442572609823,-0.0045807310701806315,0.0026980213662826714,0.0022053282554473797,0.553548150291627,0.49726177437020813
Trace,0.18131494522094727,3270,8000,59.12500000000001,"[800, 401, 264, 258, 286, 271, 278, 239, 240, 233]","[0.024680137634277344, 0.018790006637573242, 0.017479896545410156, 0.018456220626831055, 0.017248153686523438, 0.017361879348754883, 0.01635599136352539, 0.016519784927368164, 0.016295909881591797, 0.01622605323791504]",200,275,0.5257378778534181,0.40015225373531377,0.5004904011013173,0.5728994405549132,0.5788091253279433,0.7488944723618091
TwoLeadECG,0.3858649730682373,22216,23240,4.406196213425129,"[2324, 2312, 2299, 2246, 2069, 2115, 2074, 2204, 2295, 2278]","[0.0359039306640625, 0.04287910461425781, 0.058125972747802734, 0.036002159118652344, 0.035752058029174805, 0.034850120544433594, 0.03405308723449707, 0.037232160568237305, 0.03432178497314453, 0.03505992889404297]",1162,82,0.0013045295833972103,0.0018068450633116331,0.0019250672462404624,0.0019257627796817579,0.5005985658597916,0.500903577395592
TwoPatterns,2.0596909523010254,198382,200000,0.8090000000000042,"[20000, 19960, 19905, 19819, 19966, 19884, 19924, 19874, 19972, 19078]","[0.23083996772766113, 0.1974620819091797, 0.21784496307373047, 0.19821691513061523, 0.1942131519317627, 0.18950915336608887, 0.20007610321044922, 0.21430301666259766, 0.21676182746887207, 0.19689607620239258]",5000,128,0.051406135893464815,0.04317334759376827,0.0516856597240518,0.05237242973701356,0.28671512711954406,0.6368249649929986
UMD,0.11497187614440918,2819,5400,47.79629629629629,"[540, 421, 196, 210, 245, 231, 241, 253, 250, 232]","[0.013712882995605469, 0.011944055557250977, 0.010090112686157227, 0.010714054107666016, 0.010507822036743164, 0.010623931884765625, 0.010722160339355469, 0.012642145156860352, 0.011752843856811523, 0.010584831237792969]",180,150,0.24726074927213304,0.1895317919664706,0.254958575127142,0.25502342366584657,0.45674481723442417,0.6417752948479205
UWaveGestureLibraryAll,25.892571926116943,280666,358240,21.654198302813754,"[35824, 31085, 29371, 30835, 29621, 26892, 26498, 26545, 22477, 21518]","[3.005103826522827, 2.8854849338531494, 2.6726813316345215, 2.7151780128479004, 2.6969211101531982, 2.4939069747924805, 2.4480559825897217, 2.465933084487915, 2.278498888015747, 2.2134439945220947]",4478,945,0.5941064656615692,0.4810131082129566,0.5789921958520394,0.612359172047624,0.55685665552296,0.874060991402337
UWaveGestureLibraryX,5.923135995864868,149431,358240,58.28746092005359,"[35824, 17498, 16557, 14914, 14605, 10775, 11023, 9968, 9277, 8990]","[0.8553609848022461, 0.5975809097290039, 0.5911149978637695, 0.5844748020172119, 0.5796332359313965, 0.5378320217132568, 0.550278902053833, 0.5434110164642334, 0.5371170043945312, 0.5412509441375732]",4478,315,0.4334292206496502,0.34558672845468363,0.4325110793371251,0.43738242749944656,0.42908678469434186,0.8543864162849911
UWaveGestureLibraryY,5.841938018798828,121069,358240,66.20449977668602,"[35824, 13815, 11683, 9194, 9682, 8958, 9251, 8011, 7493, 7158]","[0.7254059314727783, 0.5727298259735107, 0.5646147727966309, 0.5893080234527588, 0.6430377960205078, 0.5289490222930908, 0.5810880661010742, 0.5459468364715576, 0.5615460872650146, 0.5233681201934814]",4478,315,0.40928707974007145,0.3142643571663295,0.4078456113010371,0.41391493263203133,0.4026002640562527,0.846218022879682
UWaveGestureLibraryZ,5.829581022262573,148236,358240,58.62103617686467,"[35824, 17433, 13548, 16180, 14143, 12142, 12467, 9947, 8563, 7989]","[0.716731071472168, 0.5996019840240479, 0.5672600269317627, 0.6156039237976074, 0.5684330463409424, 0.5493419170379639, 0.572504997253418, 0.5382852554321289, 0.5506689548492432, 0.5457220077514648]",4478,315,0.4048284172075207,0.29080768030131693,0.4025894353153422,0.41031288450368164,0.3829857533194768,0.8397865603192657
Wine,0.12920498847961426,1221,2220,44.99999999999999,"[222, 111, 111, 111, 111, 111, 111, 111, 111, 111]","[0.044071197509765625, 0.016468048095703125, 0.010191917419433594, 0.00819087028503418, 0.008073091506958008, 0.008961677551269531, 0.008152961730957031, 0.008600234985351562, 0.007408857345581055, 0.007666826248168945]",111,234,-1.2473963163256003e-15,0.0,0.0,1.0,0.7041470697397638,0.4958230958230958
WordSynonyms,2.50248122215271,112151,226250,50.430497237569064,"[22625, 12579, 12048, 12373, 9659, 9662, 9697, 8798, 7465, 7245]","[0.33124589920043945, 0.24784016609191895, 0.2384498119354248, 0.2795138359069824, 0.24891090393066406, 0.22171282768249512, 0.22891497611999512, 0.22939395904541016, 0.22829699516296387, 0.23373699188232422]",905,270,0.39255330566052876,0.2512886696415203,0.47143496552460595,0.44406224156668206,0.31099082348436974,0.8996039700777392
Worms,1.0824120044708252,10011,12900,22.395348837209305,"[1290, 1128, 979, 1077, 1045, 1042, 897, 813, 923, 817]","[0.14502191543579102, 0.13190484046936035, 0.1163172721862793, 0.10426521301269531, 0.10241103172302246, 0.10733890533447266, 0.10704517364501953, 0.08043599128723145, 0.09288787841796875, 0.08903193473815918]",258,900,0.028817904819946002,0.039563568356422225,0.05076062088495637,0.04914571984631062,0.27903345692068177,0.6398515971405303
WormsTwoClass,0.6334459781646729,4775,5160,7.461240310077521,"[516, 485, 488, 488, 471, 449, 461, 439, 492, 486]","[0.07258296012878418, 0.05957794189453125, 0.06752490997314453, 0.06371593475341797, 0.05510568618774414, 0.06100893020629883, 0.057126760482788086, 0.05495405197143555, 0.06887292861938477, 0.07075309753417969]",258,900,-0.0007382856332418668,-0.008336133848843448,0.0022141160930926884,0.0028046289243459028,0.5703792461988871,0.4988085542786475
Yoga,3.18776798248291,48973,66000,25.798484848484847,"[6600, 4799, 4658, 5798, 5669, 4547, 5308, 3794, 4096, 3704]","[0.32877016067504883, 0.3247337341308594, 0.3073430061340332, 0.31657862663269043, 0.33631205558776855, 0.3227231502532959, 0.3103978633880615, 0.31767773628234863, 0.3161811828613281, 0.3040750026702881]",3300,426,0.000939658039296926,-0.0018141948806169345,0.001043777829647453,0.0013831059703207744,0.5758996247071816,0.49990153122617503
